Character,Line,Tokens
Ted,congratulations,['congratulations']
Barney,it must have petra petra was to be the thbeautiful feminine unrestrained power in bed petra,"['must', 'petra', 'petra', 'thbeautiful', 'feminine', 'unrestrained', 'power', 'bed', 'petra']"
Ted,go happened to you at  you should be proud you should be tested but you should be proud we do not care if pauline does not pose in bikinis in magazines,"['happened', 'proud', 'tested', 'proud', 'care', 'pauline', 'pose', 'bikinis', 'magazines']"
Barney,it does she will be in the next muscle sexxy and like many women in this magazine sexxy has two x and one y,"['next', 'muscle', 'sexxy', 'many', 'women', 'magazine', 'sexxy', 'two', 'x', 'one']"
Marshall,fran i will not bother you but i have a presentation tomorrow and it would help me if i could have tables and graphs can you help me,"['fran', 'bother', 'presentation', 'tomorrow', 'help', 'could', 'tables', 'graphs', 'help']"
Marshall,well have fun  i ranked the presidents in order of disloyalty a johnson two bush three hardingfour polk  this circle represents those who break my heart and this circle represents those who constantly undermine my confidence and where they meet cecilia  this is a pie chart describing my favorite bars and that is a graph describing my favorite pies what is it,"['fun', 'ranked', 'presidents', 'order', 'disloyalty', 'johnson', 'two', 'bush', 'three', 'hardingfour', 'polk', 'circle', 'represents', 'break', 'heart', 'circle', 'represents', 'constantly', 'undermine', 'confidence', 'meet', 'cecilia', 'pie', 'chart', 'describing', 'favorite', 'bars', 'graph', 'describing', 'favorite', 'pies']"
Robin,thats enough tables,"['enough', 'tables']"
Barney,what about the graphics,['graphics']
Ted,any visual representation of data,"['visual', 'representation', 'data']"
Marshall,im not stupid i know what you think of my paintings and graphics in fact i made a picture of your reactions to my paintings see it yes thats true since cecilia your interest in my paintings do not stop falling but based on recent trends i also projection boards and look a large peak of interest is coming and its not just a blip dead cat it is a longterm growth,"['stupid', 'know', 'think', 'paintings', 'graphics', 'fact', 'made', 'picture', 'reactions', 'paintings', 'see', 'true', 'since', 'cecilia', 'interest', 'paintings', 'stop', 'falling', 'based', 'recent', 'trends', 'also', 'projection', 'boards', 'look', 'large', 'peak', 'interest', 'coming', 'blip', 'dead', 'cat', 'longterm', 'growth']"
Barney,its you sustained growth,"['sustained', 'growth']"
Marshall,so i prepared some charts to show how the setting up of a shell company in bermuda could minimize our losses in the second quarter and you avoid jail to begin withexcuse me a moment,"['prepared', 'charts', 'show', 'setting', 'shell', 'company', 'bermuda', 'could', 'minimize', 'losses', 'second', 'quarter', 'avoid', 'jail', 'begin', 'withexcuse', 'moment']"
Ted,mosbius designs,"['mosbius', 'designs']"
Marshall,what happened to my pictures,"['happened', 'pictures']"
Ted,they were thrown,['thrown']
Marshall,what,[]
Ted,thats an intervention you could not stop eating so we threw your cam,"['intervention', 'could', 'stop', 'eating', 'threw', 'cam']"
Marshall,come on ted i need my pictures only for today and i promise to never ever do i suffered a lot of pressure i need my paintings jack,"['come', 'ted', 'need', 'pictures', 'today', 'promise', 'never', 'ever', 'suffered', 'lot', 'pressure', 'need', 'paintings', 'jack']"
Ted,you make tables work,"['make', 'tables', 'work']"
Marshall,its for work idiot i make a great show and if i have not these pictures im gonna get fired,"['work', 'idiot', 'make', 'great', 'show', 'pictures', 'fired']"
Ted,damn not move i bring them,"['damn', 'move', 'bring']"
Marshall,magne i will research how to wait  sorry there is a little late with the tables but well begin in a moment fish are weird right i mean whats their problem,"['magne', 'research', 'wait', 'sorry', 'little', 'late', 'tables', 'begin', 'moment', 'fish', 'weird', 'right', 'mean', 'whats', 'problem']"
Ted,im sorry milt i think these are my paintings,"['sorry', 'milt', 'think', 'paintings']"
Ted,this is my blanket well see later but i need these tables,"['blanket', 'see', 'later', 'need', 'tables']"
Ted,okay how,[]
Ted,i give you five dollars,"['give', 'five', 'dollars']"
Ted,no one will pay a million for these pictures,"['one', 'pay', 'million', 'pictures']"
Ted,ok milt you won i will give one million,"['ok', 'milt', 'give', 'one', 'million']"
Ted,the problem is that the distributor,"['problem', 'distributor']"
Ted,the alien time machine has a withdrawal limit thats what ill do i give you a dollar per day for a million days,"['alien', 'time', 'machine', 'withdrawal', 'limit', 'ill', 'give', 'dollar', 'per', 'day', 'million', 'days']"
Marshall,sorry there is a star of earth  start,"['sorry', 'star', 'earth', 'start']"
Barney,i slept with  women,"['slept', 'women']"
Barney,youve thought of consulting as i win you losesuddenly your  girls in fifth it is so impressive,"['thought', 'consulting', 'win', 'losesuddenly', 'girls', 'fifth', 'impressive']"
Barney,of course,['course']
Barney,jealous,['jealous']
Barney,im awesome  now what,['awesome']
Ted,stella glad to see you again,"['stella', 'glad', 'see']"
Ted,and tony what a nice surprise,"['tony', 'nice', 'surprise']"
Robin,what a nice surprise no a nice surprise would have been a safe falls from  stories e crushes them both you let yourself do,"['nice', 'surprise', 'nice', 'surprise', 'safe', 'falls', 'stories', 'e', 'crushes', 'let']"
Ted,we had a friendly discussion and we resumed our respective paths,"['friendly', 'discussion', 'resumed', 'respective', 'paths']"
Robin,youre fcked up he fcked up right,"['fcked', 'fcked', 'right']"
Barney,well played sir,"['played', 'sir']"
Marshall,well done,['done']
Robin,what,[]
Marshall,you know ted has played cool thats exactly what he should do in fact i would say on a scale of,"['know', 'ted', 'played', 'cool', 'exactly', 'fact', 'say', 'scale']"
Marshall,i think youve been great,"['think', 'great']"
Barney,i would say even more you sir did think stella ted looked so cool now do i chose the wrong wait a week the bush on the back and belly have you felt that there was an earthquake topethere,"['say', 'even', 'sir', 'think', 'stella', 'ted', 'looked', 'cool', 'chose', 'wrong', 'wait', 'week', 'bush', 'back', 'belly', 'felt', 'earthquake', 'topethere']"
Ted,i am not on the back or stomach i want to move forwardand it was an important step towards that the future,"['back', 'stomach', 'want', 'move', 'forwardand', 'important', 'step', 'towards', 'future']"
Ted,i know im better than you,"['know', 'better']"
Ted,sold,['sold']
Ted,no between its not weird at all,['weird']
Ted,sad no i think what you call sorrow was only jovial nonchalance,"['sad', 'think', 'call', 'sorrow', 'jovial', 'nonchalance']"
Ted,why are you here,[]
Ted,i met lots of girls,"['met', 'lots', 'girls']"
Ted,i switched to running a small business this is the lung of the economy,"['switched', 'running', 'small', 'business', 'lung', 'economy']"
Marshall,tony is rich tell me that you wrote a check tell me that you did a very big check so big that he not remove his shirt to go swimming,"['tony', 'rich', 'tell', 'wrote', 'check', 'tell', 'big', 'check', 'big', 'remove', 'shirt', 'swimming']"
Barney,its a very big check if big that if you sleep with you would not tell your friends,"['big', 'check', 'big', 'sleep', 'tell', 'friends']"
Marshall,its a very big check,"['big', 'check']"
Robin,so big that when you sit next to on the plane you wonder if the check would not have had to buy two seats,"['big', 'sit', 'next', 'plane', 'wonder', 'check', 'buy', 'two', 'seats']"
Marshall,its,[]
Barney,a very big check,"['big', 'check']"
Ted,yeah he has not signed a check,"['signed', 'check']"
Ted,a job,['job']
Ted,no thank you,['thank']
Marshall,what do you mean no thank you youd be a great teacher you are an expert you can talk and when necessary you can get to grow a beautiful beard,"['mean', 'thank', 'great', 'teacher', 'expert', 'talk', 'necessary', 'grow', 'beautiful', 'beard']"
Ted,i will not be a professor thats what you do when your career is in trouble and you have to pay the bills manager of small business the lung of the economy i will not take this job okay ill get through new topic,"['professor', 'career', 'trouble', 'pay', 'bills', 'manager', 'small', 'business', 'lung', 'economy', 'take', 'job', 'ill', 'new', 'topic']"
Barney,okay today i had a   fine for speeding,"['today', 'fine', 'speeding']"
Marshall,that sucks dude you did not manage to blow it up,"['sucks', 'dude', 'manage', 'blow']"
Barney,you can not blow a fine,"['blow', 'fine']"
Marshall,i have done it was when in ,['done']
Marshall,there is no fire in fact you know theres a fire in the barbecue where i go nothing special burgers chopsmerguez,"['fire', 'fact', 'know', 'theres', 'fire', 'barbecue', 'nothing', 'special', 'burgers', 'chopsmerguez']"
Marshall,yeah merguez my mothers marinated in beer for  days thats it its weird i could have sworn that what those big succulent smoked sausages had writing on it bizarreyou were saying,"['merguez', 'mothers', 'marinated', 'beer', 'days', 'weird', 'could', 'sworn', 'big', 'succulent', 'smoked', 'sausages', 'writing', 'bizarreyou', 'saying']"
Marshall,it said ownership of minnesota police jorgensenyou like merguez jorgensen agent,"['said', 'ownership', 'minnesota', 'police', 'jorgensenyou', 'merguez', 'jorgensen', 'agent']"
Barney,i would have done that too if i went to a barbecueslim i went there,"['done', 'went', 'barbecueslim', 'went']"
Marshall,its all in the assessment of your enemy i knew he loved the sausages because he was out of breath just by coming to my car and he had mustard on his holster,"['assessment', 'enemy', 'knew', 'loved', 'sausages', 'breath', 'coming', 'car', 'mustard', 'holster']"
Robin,handling a police officer with your sausage its sexy,"['handling', 'police', 'officer', 'sausage', 'sexy']"
Barney,you think i can not blow a fine you think i can not blow my fine i am barney stinson master of manipulation if i managed to make me pay for a stripper to dance i can blow a fine challenge accepted wait,"['think', 'blow', 'fine', 'think', 'blow', 'fine', 'barney', 'stinson', 'master', 'manipulation', 'managed', 'make', 'pay', 'stripper', 'dance', 'blow', 'fine', 'challenge', 'accepted', 'wait']"
Ted,i understand ackted i understood,"['understand', 'ackted', 'understood']"
Ted,what now,[]
Ted,tony i do not need your help,"['tony', 'need', 'help']"
Ted,now thats a very big check,"['big', 'check']"
Barney,lets go,['lets']
Barney,of course officer on,"['course', 'officer']"
Barney,so whats good,"['whats', 'good']"
Barney,  and he kept the gift certificate emilio and ill call him tell him to shorten the crotch,"['kept', 'gift', 'certificate', 'emilio', 'ill', 'call', 'tell', 'shorten', 'crotch']"
Robin,youre wrong about that man,"['wrong', 'man']"
Barney,anything robin like youve already blown a fine,"['anything', 'robin', 'already', 'blown', 'fine']"
Marshall,are you kidding robin is a pretty girl they have no fines i bet she was often stopped and has never had,"['kidding', 'robin', 'pretty', 'girl', 'fines', 'bet', 'often', 'stopped', 'never']"
Robin,this is outrageous and relevant,"['outrageous', 'relevant']"
Robin,thank you,['thank']
Barney,excuse me i left something in new jersey,"['excuse', 'left', 'something', 'new', 'jersey']"
Robin,how was your lunch with the rich it started well,"['lunch', 'rich', 'started']"
Ted,i want to design a home that showcases the landscape without dominating in  when frank lloyd wright designed the house to the waterfall,"['want', 'design', 'home', 'showcases', 'landscape', 'without', 'dominating', 'frank', 'lloyd', 'wright', 'designed', 'house', 'waterfall']"
Ted,the laundry room,"['laundry', 'room']"
Marshall,gruesome,['gruesome']
Ted,gruesome,['gruesome']
Robin,ted it looks like this guy asks you to design,"['ted', 'looks', 'guy', 'asks', 'design']"
Ted,a deadly house,"['deadly', 'house']"
Robin,thats it a house of horror,"['house', 'horror']"
